  cell  ,E,W,N,S
"(232, 134)",0,1,0,1
"(233, 134)",1,0,1,0
"(234, 134)",1,1,0,1
"(235, 134)",0,0,1,1
"(236, 134)",1,0,1,1
"(237, 134)",1,0,1,0
"(238, 134)",1,0,0,1
"(239, 134)",0,0,1,1
"(240, 134)",0,1,1,0
"(241, 134)",0,1,0,0
"(242, 134)",1,0,0,1
"(243, 134)",1,0,1,0
"(244, 134)",0,1,0,1
"(245, 134)",1,0,1,0
"(246, 134)",0,1,0,1
"(247, 134)",0,1,1,1
"(248, 134)",0,0,1,0
"(249, 134)",1,0,0,1
"(250, 134)",0,1,1,0
"(1, 135)",1,1,0,0
"(2, 135)",1,0,0,1
"(3, 135)",0,0,1,1
"(4, 135)",0,1,1,0
"(5, 135)",1,1,0,0
"(6, 135)",0,1,0,1
"(7, 135)",1,0,1,0
"(8, 135)",1,1,0,0
"(9, 135)",0,1,0,1
"(10, 135)",0,0,1,1
"(11, 135)",0,0,1,1
"(12, 135)",1,0,1,1
"(13, 135)",0,1,1,1
"(14, 135)",0,0,1,1
"(15, 135)",1,0,1,0
"(16, 135)",0,1,0,1
"(17, 135)",0,1,1,0
"(18, 135)",0,1,0,1
"(19, 135)",1,0,1,0
"(20, 135)",1,1,0,0
"(21, 135)",1,0,0,1
"(22, 135)",0,0,1,1
"(23, 135)",0,0,1,1
"(24, 135)",1,1,1,0
"(25, 135)",0,1,0,1
"(26, 135)",0,0,1,0
"(27, 135)",1,0,0,1
"(28, 135)",0,1,1,1
"(29, 135)",0,0,1,0
"(30, 135)",1,1,0,0
"(31, 135)",1,0,0,1
"(32, 135)",0,1,1,0
"(33, 135)",0,1,0,1
"(34, 135)",0,1,1,0
"(35, 135)",0,1,0,1
"(36, 135)",0,0,1,1
"(37, 135)",1,0,1,0
"(38, 135)",1,0,0,0
"(39, 135)",0,1,0,1
"(40, 135)",0,0,1,1
"(41, 135)",1,0,1,0
"(42, 135)",0,1,0,0
"(43, 135)",1,0,0,1
"(44, 135)",0,1,1,0
"(45, 135)",0,1,0,1
"(46, 135)",1,0,1,0
"(47, 135)",0,1,0,0
"(48, 135)",0,1,0,1
"(49, 135)",1,0,1,1
"(50, 135)",1,0,1,1
"(51, 135)",1,0,1,0
"(52, 135)",1,0,0,1
"(53, 135)",0,0,1,1
"(54, 135)",0,1,1,1
"(55, 135)",0,1,1,0
"(56, 135)",0,1,0,1
"(57, 135)",1,0,1,1
"(58, 135)",1,0,1,0
"(59, 135)",0,1,0,1
"(60, 135)",1,1,1,0
"(61, 135)",0,0,0,1
"(62, 135)",0,0,1,1
"(63, 135)",0,1,1,1
"(64, 135)",0,0,1,1
"(65, 135)",1,0,1,0
"(66, 135)",0,1,0,1
"(67, 135)",1,0,1,0
"(68, 135)",0,1,0,1
"(69, 135)",0,0,1,1
"(70, 135)",1,0,1,0
"(71, 135)",1,0,0,1
"(72, 135)",0,1,1,1
"(73, 135)",0,0,1,1
"(74, 135)",0,0,1,1
"(75, 135)",0,1,1,0
"(76, 135)",1,1,0,0
"(77, 135)",1,1,0,0
"(78, 135)",0,1,0,1
"(79, 135)",0,0,1,1
"(80, 135)",1,0,1,0
"(81, 135)",1,1,0,0
"(82, 135)",1,0,0,0
"(83, 135)",0,1,0,1
"(84, 135)",0,1,1,0
"(85, 135)",1,0,0,1
"(86, 135)",1,1,1,0
"(87, 135)",0,1,0,1
"(88, 135)",1,0,1,0
"(89, 135)",0,0,0,1
"(90, 135)",0,1,1,1
"(91, 135)",0,1,1,0
"(92, 135)",1,0,0,1
"(93, 135)",0,0,1,1
"(94, 135)",1,0,1,0
"(95, 135)",1,1,0,0
"(96, 135)",0,1,0,0
"(97, 135)",1,0,0,1
"(98, 135)",0,1,1,0
"(99, 135)",1,1,0,1
"(100, 135)",0,1,1,0
"(101, 135)",1,0,0,1
"(102, 135)",1,0,1,0
"(103, 135)",1,0,0,1
"(104, 135)",1,0,1,0
"(105, 135)",1,1,0,0
"(106, 135)",1,1,0,0
"(107, 135)",1,0,0,1
"(108, 135)",1,0,1,0
"(109, 135)",0,1,0,1
"(110, 135)",0,1,1,0
"(111, 135)",1,0,0,1
"(112, 135)",1,0,1,0
"(113, 135)",1,1,0,0
"(114, 135)",1,0,0,1
"(115, 135)",1,0,1,0
"(116, 135)",0,1,0,0
"(117, 135)",1,1,0,0
"(118, 135)",1,0,0,1
"(119, 135)",1,0,1,0
"(120, 135)",1,0,0,1
"(121, 135)",0,0,1,1
"(122, 135)",1,0,1,0
"(123, 135)",1,1,0,0
"(124, 135)",1,1,0,1
"(125, 135)",0,0,1,1
"(126, 135)",0,1,1,0
"(127, 135)",1,1,0,0
"(128, 135)",1,1,0,0
"(129, 135)",1,1,0,0
"(130, 135)",0,1,0,0
"(131, 135)",0,1,0,1
"(132, 135)",0,0,1,1
"(133, 135)",0,0,1,1
"(134, 135)",0,1,1,0
"(135, 135)",1,0,0,1
"(136, 135)",1,1,1,0
"(137, 135)",1,1,0,0
"(138, 135)",1,0,0,0
"(139, 135)",0,1,0,1
"(140, 135)",0,0,1,1
"(141, 135)",0,1,1,0
"(142, 135)",1,1,0,0
"(143, 135)",1,1,0,0
"(144, 135)",1,1,0,0
"(145, 135)",1,0,0,0
"(146, 135)",1,1,0,0
"(147, 135)",1,1,0,0
"(148, 135)",1,1,0,0
"(149, 135)",1,1,0,0
"(150, 135)",0,1,0,1
"(151, 135)",1,0,1,0
"(152, 135)",1,1,0,1
"(153, 135)",0,1,1,0
"(154, 135)",1,0,0,1
"(155, 135)",1,1,1,0
"(156, 135)",1,0,0,1
"(157, 135)",1,0,1,0
"(158, 135)",1,0,0,1
"(159, 135)",0,1,1,0
"(160, 135)",1,0,0,1
"(161, 135)",0,1,1,0
"(162, 135)",1,0,0,0
"(163, 135)",1,1,0,0
"(164, 135)",0,1,0,1
"(165, 135)",1,0,1,1
"(166, 135)",1,0,1,0
"(167, 135)",0,1,0,1
"(168, 135)",1,0,1,0
"(169, 135)",1,1,0,0
"(170, 135)",1,1,0,0
"(171, 135)",0,0,0,1
"(172, 135)",0,1,1,1
"(173, 135)",0,1,1,0
"(174, 135)",1,0,0,1
"(175, 135)",0,1,1,1
"(176, 135)",0,0,1,1
"(177, 135)",0,1,1,0
"(178, 135)",0,1,0,0
"(179, 135)",0,1,0,1
"(180, 135)",0,0,1,1
"(181, 135)",0,0,1,1
"(182, 135)",1,0,1,1
"(183, 135)",0,0,1,1
"(184, 135)",0,1,1,0
"(185, 135)",1,0,0,1
"(186, 135)",1,0,1,0
"(187, 135)",1,1,0,0
"(188, 135)",1,0,0,1
"(189, 135)",1,0,1,0
"(190, 135)",0,1,0,0
"(191, 135)",1,1,0,0
"(192, 135)",0,1,0,0
"(193, 135)",0,1,0,1
"(194, 135)",0,1,1,0
"(195, 135)",1,0,0,1
"(196, 135)",0,1,1,0
"(197, 135)",1,0,0,1
"(198, 135)",0,0,1,1
"(199, 135)",1,0,1,1
"(200, 135)",0,1,1,1
"(201, 135)",0,0,1,0
"(202, 135)",1,1,0,0
"(203, 135)",0,1,0,1
"(204, 135)",0,0,1,1
"(205, 135)",0,0,1,1
"(206, 135)",1,0,1,0
"(207, 135)",1,1,0,1
"(208, 135)",0,0,1,1
"(209, 135)",1,0,1,0
"(210, 135)",1,1,0,0
"(211, 135)",1,1,0,1
"(212, 135)",1,0,1,0
"(213, 135)",1,0,0,1
"(214, 135)",0,1,1,0
"(215, 135)",1,0,0,1
"(216, 135)",0,0,1,1
"(217, 135)",0,0,1,1
"(218, 135)",0,0,1,1
"(219, 135)",0,0,1,1
"(220, 135)",1,0,1,0
"(221, 135)",1,0,0,1
"(222, 135)",1,0,1,0
"(223, 135)",1,0,0,1
"(224, 135)",0,1,1,1
"(225, 135)",0,1,1,0
"(226, 135)",1,1,0,0
"(227, 135)",1,1,0,0
"(228, 135)",0,1,0,1
"(229, 135)",0,0,1,1
"(230, 135)",0,0,1,0
"(231, 135)",0,1,0,1
"(232, 135)",1,0,1,0
"(233, 135)",1,1,0,0
"(234, 135)",0,1,0,0
"(235, 135)",1,0,0,1
"(236, 135)",0,1,1,0
"(237, 135)",0,1,0,0
"(238, 135)",1,1,0,0
"(239, 135)",1,0,0,1
"(240, 135)",0,0,1,1
"(241, 135)",1,0,1,0
"(242, 135)",1,1,0,0
"(243, 135)",1,1,0,0
"(244, 135)",1,0,0,0
"(245, 135)",0,1,0,1
"(246, 135)",1,0,1,0
"(247, 135)",1,0,0,1
"(248, 135)",1,0,1,0
"(249, 135)",1,1,0,0
"(250, 135)",1,0,0,0
"(1, 136)",1,1,0,0
"(2, 136)",0,1,0,1
"(3, 136)",1,0,1,0
"(4, 136)",1,0,0,1
"(5, 136)",0,1,1,0
"(6, 136)",1,0,0,1
"(7, 136)",0,1,1,0
"(8, 136)",0,1,0,1
"(9, 136)",0,0,1,1
"(10, 136)",1,0,1,1
"(11, 136)",0,0,1,1
"(12, 136)",0,1,1,0
"(13, 136)",1,0,0,1
"(14, 136)",1,0,1,0
"(15, 136)",0,1,0,1
"(16, 136)",0,0,1,1
"(17, 136)",0,0,1,1
"(18, 136)",0,0,1,1
"(19, 136)",0,1,1,0
"(20, 136)",1,1,0,0
"(21, 136)",0,1,0,1
"(22, 136)",0,0,1,1
"(23, 136)",1,0,1,0
"(24, 136)",1,1,0,0
"(25, 136)",1,0,0,1
"(26, 136)",0,0,1,1
"(27, 136)",0,1,1,0
"(28, 136)",1,0,0,1
"(29, 136)",0,0,1,1
"(30, 136)",0,1,1,0
"(31, 136)",0,1,0,1
"(32, 136)",0,0,1,1
"(33, 136)",1,0,1,0
"(34, 136)",1,0,0,1
"(35, 136)",0,0,1,1
"(36, 136)",0,0,1,1
"(37, 136)",0,1,1,0
"(38, 136)",1,1,0,1
"(39, 136)",0,0,1,1
"(40, 136)",0,0,1,0
"(41, 136)",0,1,0,1
"(42, 136)",1,0,1,0
"(43, 136)",0,1,0,1
"(44, 136)",1,0,1,1
"(45, 136)",0,0,1,0
"(46, 136)",1,1,0,0
"(47, 136)",1,0,0,1
"(48, 136)",1,0,1,0
"(49, 136)",0,1,0,0
"(50, 136)",1,1,0,0
"(51, 136)",1,1,0,0
"(52, 136)",1,1,0,0
"(53, 136)",0,0,0,1
"(54, 136)",1,0,1,0
"(55, 136)",1,0,0,1
"(56, 136)",0,0,1,1
"(57, 136)",0,1,1,0
"(58, 136)",0,1,0,1
"(59, 136)",1,0,1,0
"(60, 136)",0,1,0,1
"(61, 136)",1,0,1,0
"(62, 136)",1,0,0,1
"(63, 136)",1,0,1,0
"(64, 136)",1,0,0,1
"(65, 136)",0,1,1,0
"(66, 136)",1,0,0,0
"(67, 136)",1,1,0,0
"(68, 136)",1,0,0,1
"(69, 136)",0,0,1,1
"(70, 136)",0,1,1,0
"(71, 136)",0,1,0,1
"(72, 136)",1,0,1,0
"(73, 136)",1,0,0,1
"(74, 136)",0,0,1,1
"(75, 136)",1,0,1,0
"(76, 136)",0,1,0,1
"(77, 136)",0,1,1,1
"(78, 136)",1,0,1,0
"(79, 136)",1,0,0,0
"(80, 136)",0,1,0,1
"(81, 136)",0,1,1,0
"(82, 136)",0,1,0,1
"(83, 136)",0,0,1,1
"(84, 136)",1,0,1,0
"(85, 136)",1,1,0,0
"(86, 136)",1,1,0,0
"(87, 136)",1,0,0,1
"(88, 136)",0,1,1,0
"(89, 136)",1,0,0,1
"(90, 136)",0,0,1,1
"(91, 136)",0,0,1,1
"(92, 136)",0,1,1,0
"(93, 136)",1,0,0,0
"(94, 136)",1,1,0,0
"(95, 136)",0,1,0,1
"(96, 136)",1,0,1,0
"(97, 136)",1,1,0,0
"(98, 136)",1,0,0,0
"(99, 136)",1,1,0,0
"(100, 136)",0,0,0,1
"(101, 136)",1,1,1,0
"(102, 136)",1,1,0,0
"(103, 136)",0,1,0,0
"(104, 136)",1,1,0,0
"(105, 136)",1,1,0,0
"(106, 136)",1,1,0,0
"(107, 136)",1,1,0,0
"(108, 136)",0,1,0,1
"(109, 136)",0,0,1,1
"(110, 136)",0,0,1,1
"(111, 136)",0,1,1,0
"(112, 136)",1,1,0,0
"(113, 136)",1,1,0,0
"(114, 136)",1,1,0,0
"(115, 136)",0,1,0,1
"(116, 136)",0,0,1,1
"(117, 136)",1,1,1,0
"(118, 136)",1,1,0,0
"(119, 136)",0,1,0,1
"(120, 136)",0,1,1,0
"(121, 136)",1,0,0,1
"(122, 136)",0,1,1,0
"(123, 136)",1,1,0,0
"(124, 136)",1,1,0,0
"(125, 136)",1,0,0,1
"(126, 136)",1,0,1,0
"(127, 136)",0,1,0,1
"(128, 136)",0,1,1,0
"(129, 136)",1,1,0,0
"(130, 136)",1,0,0,1
"(131, 136)",0,0,1,1
"(132, 136)",1,0,1,0
"(133, 136)",1,0,0,1
"(134, 136)",0,0,1,1
"(135, 136)",0,1,1,0
"(136, 136)",0,1,0,0
"(137, 136)",0,1,0,1
"(138, 136)",0,1,1,1
"(139, 136)",1,0,1,0
"(140, 136)",0,0,0,1
"(141, 136)",0,0,1,1
"(142, 136)",1,1,1,0
"(143, 136)",0,1,0,1
"(144, 136)",0,1,1,0
"(145, 136)",1,1,0,0
"(146, 136)",0,1,0,1
"(147, 136)",0,1,1,0
"(148, 136)",0,1,0,1
"(149, 136)",0,1,1,1
"(150, 136)",0,0,1,0
"(151, 136)",1,1,0,0
"(152, 136)",1,1,0,1
"(153, 136)",0,0,1,1
"(154, 136)",0,1,1,0
"(155, 136)",0,1,0,0
"(156, 136)",1,1,0,0
"(157, 136)",0,1,0,1
"(158, 136)",0,1,1,0
"(159, 136)",1,0,0,1
"(160, 136)",0,1,1,0
"(161, 136)",1,0,0,1
"(162, 136)",0,1,1,0
"(163, 136)",0,1,0,1
"(164, 136)",1,0,1,0
"(165, 136)",0,1,0,0
"(166, 136)",0,1,0,1
"(167, 136)",0,0,1,1
"(168, 136)",0,1,1,0
"(169, 136)",1,1,0,0
"(170, 136)",0,1,0,1
"(171, 136)",1,0,1,1
"(172, 136)",1,0,1,0
"(173, 136)",1,0,0,1
"(174, 136)",0,1,1,0
"(175, 136)",1,0,0,1
"(176, 136)",0,0,1,1
"(177, 136)",0,0,1,1
"(178, 136)",0,0,1,1
"(179, 136)",1,0,1,0
"(180, 136)",1,0,0,1
"(181, 136)",1,0,1,0
"(182, 136)",0,1,0,0
"(183, 136)",1,0,0,1
"(184, 136)",1,0,1,0
"(185, 136)",1,1,0,0
"(186, 136)",1,1,0,0
"(187, 136)",0,1,0,0
"(188, 136)",1,1,0,0
"(189, 136)",0,1,0,1
"(190, 136)",0,0,1,1
"(191, 136)",1,1,1,0
"(192, 136)",1,0,0,1
"(193, 136)",0,0,1,1
"(194, 136)",1,0,1,0
"(195, 136)",1,1,0,0
"(196, 136)",1,0,0,0
"(197, 136)",0,1,0,1
"(198, 136)",1,0,1,0
"(199, 136)",1,1,0,0
"(200, 136)",1,0,0,1
"(201, 136)",0,0,1,1
"(202, 136)",0,1,1,0
"(203, 136)",1,0,0,1
"(204, 136)",0,0,1,1
"(205, 136)",0,0,1,0
"(206, 136)",1,1,0,0
"(207, 136)",1,1,0,1
"(208, 136)",0,0,1,0
"(209, 136)",1,1,0,0
"(210, 136)",1,1,0,0
"(211, 136)",0,1,0,0
"(212, 136)",1,1,0,0
"(213, 136)",0,1,0,1
"(214, 136)",0,0,1,1
"(215, 136)",0,1,1,0
"(216, 136)",0,0,0,1
"(217, 136)",1,0,1,0
"(218, 136)",1,0,0,1
"(219, 136)",1,0,1,0
"(220, 136)",0,1,0,1
"(221, 136)",0,1,1,0
"(222, 136)",1,1,0,0
"(223, 136)",1,1,0,1
"(224, 136)",0,0,1,0
"(225, 136)",1,0,0,1
"(226, 136)",0,1,1,0
"(227, 136)",0,1,0,1
"(228, 136)",0,0,1,1
"(229, 136)",0,0,1,1
"(230, 136)",0,0,1,1
"(231, 136)",1,0,1,1
"(232, 136)",0,1,1,0
"(233, 136)",0,1,0,1
"(234, 136)",1,0,1,0
"(235, 136)",1,1,0,0
"(236, 136)",1,0,0,1
"(237, 136)",1,0,1,0
"(238, 136)",0,1,0,1
"(239, 136)",0,1,1,0
"(240, 136)",1,0,0,0
"(241, 136)",0,1,0,1
"(242, 136)",0,1,1,0
"(243, 136)",1,1,0,0
"(244, 136)",1,1,0,1
"(245, 136)",0,0,1,1
"(246, 136)",0,1,1,0
"(247, 136)",1,1,0,0
"(248, 136)",0,1,0,1
"(249, 136)",0,1,1,0
"(250, 136)",1,1,0,0
"(1, 137)",1,1,0,1
"(2, 137)",0,0,1,0
"(3, 137)",1,1,0,0
"(4, 137)",1,1,0,0
"(5, 137)",1,0,0,1
"(6, 137)",0,1,1,1
"(7, 137)",0,0,1,1
"(8, 137)",1,0,1,0
"(9, 137)",1,0,0,1
"(10, 137)",0,1,1,0
"(11, 137)",1,0,0,1
"(12, 137)",1,0,1,0
"(13, 137)",1,1,0,0
"(14, 137)",0,1,0,1
"(15, 137)",1,0,1,0
"(16, 137)",1,0,0,1
"(17, 137)",0,0,1,1
"(18, 137)",0,0,1,1
"(19, 137)",1,0,1,0
"(20, 137)",0,1,0,1
"(21, 137)",1,0,1,0
"(22, 137)",1,0,0,1
"(23, 137)",0,1,1,0
"(24, 137)",1,1,0,0
"(25, 137)",0,1,0,1
"(26, 137)",0,0,1,1
"(27, 137)",1,0,1,0
"(28, 137)",0,1,0,1
"(29, 137)",0,0,1,1
"(30, 137)",1,0,1,1
"(31, 137)",0,0,1,0
"(32, 137)",1,0,0,1
"(33, 137)",0,1,1,0
"(34, 137)",1,1,0,0
"(35, 137)",0,0,0,1
"(36, 137)",0,0,1,1
"(37, 137)",1,0,1,1
"(38, 137)",1,1,1,0
"(39, 137)",1,0,0,1
"(40, 137)",0,0,1,1
"(41, 137)",1,0,1,0
"(42, 137)",0,1,0,1
"(43, 137)",1,0,1,0
"(44, 137)",0,1,0,1
"(45, 137)",1,0,1,0
"(46, 137)",0,1,0,1
"(47, 137)",0,1,1,0
"(48, 137)",0,1,0,1
"(49, 137)",1,0,1,0
"(50, 137)",1,1,0,0
"(51, 137)",1,1,0,0
"(52, 137)",0,1,0,1
"(53, 137)",1,0,1,0
"(54, 137)",1,1,0,0
"(55, 137)",1,1,0,0
"(56, 137)",0,0,0,1
"(57, 137)",1,0,1,0
"(58, 137)",1,0,0,1
"(59, 137)",0,1,1,0
"(60, 137)",1,0,0,0
"(61, 137)",0,1,0,1
"(62, 137)",0,1,1,0
"(63, 137)",1,1,0,0
"(64, 137)",1,1,0,1
"(65, 137)",1,0,1,0
"(66, 137)",1,1,0,0
"(67, 137)",1,1,0,0
"(68, 137)",1,1,0,0
"(69, 137)",1,0,0,1
"(70, 137)",0,0,1,1
"(71, 137)",1,0,1,0
"(72, 137)",0,1,0,1
"(73, 137)",0,1,1,0
"(74, 137)",1,0,0,0
"(75, 137)",0,1,0,1
"(76, 137)",1,0,1,0
"(77, 137)",1,0,0,1
"(78, 137)",0,1,1,0
"(79, 137)",0,1,0,1
"(80, 137)",1,0,1,1
"(81, 137)",0,0,1,1
"(82, 137)",1,0,1,0
"(83, 137)",1,0,0,1
"(84, 137)",0,1,1,0
"(85, 137)",1,1,0,0
"(86, 137)",1,1,0,0
"(87, 137)",0,1,0,1
"(88, 137)",0,0,1,1
"(89, 137)",0,1,1,0
"(90, 137)",1,0,0,1
"(91, 137)",0,0,1,1
"(92, 137)",0,0,1,1
"(93, 137)",0,1,1,0
"(94, 137)",0,1,0,1
"(95, 137)",1,0,1,0
"(96, 137)",0,1,0,1
"(97, 137)",0,1,1,0
"(98, 137)",0,1,0,1
"(99, 137)",1,1,1,0
"(100, 137)",1,0,0,1
"(101, 137)",0,1,1,0
"(102, 137)",0,1,0,1
"(103, 137)",1,0,1,0
"(104, 137)",0,1,0,1
"(105, 137)",1,1,1,0
"(106, 137)",0,1,0,1
"(107, 137)",0,1,1,0
"(108, 137)",0,0,0,1
"(109, 137)",0,0,1,1
"(110, 137)",1,0,1,0
"(111, 137)",1,0,0,1
"(112, 137)",0,1,1,0
"(113, 137)",1,1,0,0
"(114, 137)",0,1,0,1
"(115, 137)",1,0,1,0
"(116, 137)",0,0,0,1
"(117, 137)",1,1,1,0
"(118, 137)",0,1,0,1
"(119, 137)",1,0,1,0
"(120, 137)",1,0,0,0
"(121, 137)",0,1,0,1
"(122, 137)",1,0,1,0
"(123, 137)",1,1,0,0
"(124, 137)",0,1,0,0
"(125, 137)",1,1,0,0
"(126, 137)",0,1,0,1
"(127, 137)",1,0,1,0
"(128, 137)",1,0,0,1
"(129, 137)",0,1,1,1
"(130, 137)",0,1,1,0
"(131, 137)",0,0,0,1
"(132, 137)",1,1,1,0
"(133, 137)",1,1,0,1
"(134, 137)",1,0,1,0
"(135, 137)",1,0,0,1
"(136, 137)",0,0,1,1
"(137, 137)",0,0,1,1
"(138, 137)",0,0,1,1
"(139, 137)",0,1,1,0
"(140, 137)",1,0,0,1
"(141, 137)",1,0,1,0
"(142, 137)",0,1,0,1
"(143, 137)",1,0,1,0
"(144, 137)",1,0,0,1
"(145, 137)",0,1,1,1
"(146, 137)",0,0,1,1
"(147, 137)",1,0,1,1
"(148, 137)",1,0,1,0
"(149, 137)",1,0,0,1
"(150, 137)",0,0,1,1
"(151, 137)",0,1,1,0
"(152, 137)",1,1,0,0
"(153, 137)",1,0,0,1
"(154, 137)",1,0,1,1
"(155, 137)",0,0,1,1
"(156, 137)",0,1,1,0
"(157, 137)",0,0,0,1
"(158, 137)",1,0,1,0
"(159, 137)",1,1,0,0
"(160, 137)",0,0,0,1
"(161, 137)",0,1,1,1
"(162, 137)",1,0,1,1
"(163, 137)",0,0,1,0
"(164, 137)",0,1,0,1
"(165, 137)",0,0,1,1
"(166, 137)",1,0,1,0
"(167, 137)",1,0,0,1
"(168, 137)",0,0,1,1
"(169, 137)",0,1,1,0
"(170, 137)",1,0,0,1
"(171, 137)",1,1,1,0
"(172, 137)",0,1,0,0
"(173, 137)",1,1,0,0
"(174, 137)",1,0,0,0
"(175, 137)",1,1,0,0
"(176, 137)",1,0,0,1
"(177, 137)",0,0,1,0
"(178, 137)",1,0,0,1
"(179, 137)",0,1,1,0
"(180, 137)",1,1,0,0
"(181, 137)",0,1,0,1
"(182, 137)",1,0,1,0
"(183, 137)",1,1,0,0
"(184, 137)",0,1,0,1
"(185, 137)",0,1,1,0
"(186, 137)",0,1,0,1
"(187, 137)",0,0,1,1
"(188, 137)",0,1,1,0
"(189, 137)",1,0,0,1
"(190, 137)",1,0,1,0
"(191, 137)",1,1,0,0
"(192, 137)",1,1,0,0
"(193, 137)",1,0,0,0
"(194, 137)",1,1,0,0
"(195, 137)",1,1,0,0
"(196, 137)",1,1,0,1
"(197, 137)",0,0,1,0
"(198, 137)",1,1,0,0
"(199, 137)",1,1,0,0
"(200, 137)",0,1,0,1
"(201, 137)",1,0,1,0
"(202, 137)",1,0,0,1
"(203, 137)",0,1,1,0
"(204, 137)",1,0,0,1
"(205, 137)",1,0,1,0
"(206, 137)",1,1,0,0
"(207, 137)",0,1,0,0
"(208, 137)",1,0,0,1
"(209, 137)",0,1,1,0
"(210, 137)",0,1,0,1
"(211, 137)",1,0,1,0
"(212, 137)",0,1,0,1
"(213, 137)",0,0,1,1
"(214, 137)",0,0,1,1
"(215, 137)",1,0,1,1
"(216, 137)",0,0,1,1
"(217, 137)",1,1,1,0
"(218, 137)",1,1,0,0
"(219, 137)",0,1,0,1
"(220, 137)",0,0,1,1
"(221, 137)",1,0,1,0
"(222, 137)",1,1,0,0
"(223, 137)",1,1,0,0
"(224, 137)",1,0,0,1
"(225, 137)",0,1,1,0
"(226, 137)",1,0,0,1
"(227, 137)",1,0,1,1
"(228, 137)",0,0,1,1
"(229, 137)",0,0,1,1
"(230, 137)",0,0,1,0
"(231, 137)",1,1,0,0
"(232, 137)",1,0,0,1
"(233, 137)",1,0,1,0
"(234, 137)",1,1,0,0
"(235, 137)",1,1,0,1
"(236, 137)",0,1,1,0
"(237, 137)",1,1,0,1
"(238, 137)",0,0,1,0
"(239, 137)",1,0,0,1
"(240, 137)",0,1,1,1
"(241, 137)",0,0,1,1
"(242, 137)",1,0,1,0
"(243, 137)",1,1,0,0
"(244, 137)",0,1,0,1
"(245, 137)",0,0,1,1
"(246, 137)",1,0,1,0
"(247, 137)",0,1,0,1
"(248, 137)",1,0,1,0
"(249, 137)",1,0,0,1
"(250, 137)",1,1,1,0
"(1, 138)",1,1,0,1
"(2, 138)",1,0,1,0
"(3, 138)",1,1,0,0
"(4, 138)",1,1,0,0
"(5, 138)",0,1,0,1
"(6, 138)",0,0,1,1
"(7, 138)",0,0,1,0
"(8, 138)",0,1,0,1
"(9, 138)",0,1,1,1
"(10, 138)",0,0,1,0
"(11, 138)",1,1,0,0
"(12, 138)",1,1,0,0
"(13, 138)",1,1,0,0
"(14, 138)",1,0,0,1
"(15, 138)",1,1,1,0
"(16, 138)",1,1,0,0
"(17, 138)",1,0,0,1
"(18, 138)",0,0,1,0
"(19, 138)",0,1,0,1
"(20, 138)",1,0,1,0
"(21, 138)",0,1,0,1
"(22, 138)",0,1,1,0
"(23, 138)",1,0,0,0
"(24, 138)",0,1,0,1
"(25, 138)",1,0,1,1
"(26, 138)",0,0,1,0
"(27, 138)",1,1,0,0
"(28, 138)",1,0,0,1
"(29, 138)",0,0,1,1
"(30, 138)",0,1,1,0
"(31, 138)",1,0,0,1
"(32, 138)",0,1,1,0
"(33, 138)",1,0,0,1
"(34, 138)",0,1,1,0
"(35, 138)",1,0,0,1
"(36, 138)",0,0,1,1
"(37, 138)",0,1,1,0
"(38, 138)",0,1,0,0
"(39, 138)",1,1,0,0
"(40, 138)",1,0,0,1
"(41, 138)",0,1,1,0
"(42, 138)",1,0,0,1
"(43, 138)",0,1,1,1
"(44, 138)",0,0,1,1
"(45, 138)",0,1,1,0
"(46, 138)",1,0,0,1
"(47, 138)",0,0,1,1
"(48, 138)",0,0,1,1
"(49, 138)",0,1,1,0
"(50, 138)",1,1,0,0
"(51, 138)",0,1,0,1
"(52, 138)",1,0,1,0
"(53, 138)",0,1,0,1
"(54, 138)",0,1,1,0
"(55, 138)",0,1,0,1
"(56, 138)",1,0,1,0
"(57, 138)",1,1,0,0
"(58, 138)",1,1,0,0
"(59, 138)",0,0,0,1
"(60, 138)",0,1,1,1
"(61, 138)",0,0,1,1
"(62, 138)",1,0,1,0
"(63, 138)",1,1,0,0
"(64, 138)",0,1,0,0
"(65, 138)",1,1,0,0
"(66, 138)",1,1,0,0
"(67, 138)",1,1,0,0
"(68, 138)",1,1,0,0
"(69, 138)",1,1,0,0
"(70, 138)",1,0,0,1
"(71, 138)",1,1,1,0
"(72, 138)",1,0,0,1
"(73, 138)",0,0,1,0
"(74, 138)",1,1,0,1
"(75, 138)",0,0,1,1
"(76, 138)",0,1,1,0
"(77, 138)",0,1,0,1
"(78, 138)",0,0,1,1
"(79, 138)",1,0,1,0
"(80, 138)",1,1,0,0
"(81, 138)",1,0,0,0
"(82, 138)",1,1,0,0
"(83, 138)",0,1,0,1
"(84, 138)",0,0,1,1
"(85, 138)",0,1,1,0
"(86, 138)",0,1,0,1
"(87, 138)",0,0,1,1
"(88, 138)",1,0,1,1
"(89, 138)",0,0,1,1
"(90, 138)",0,1,1,1
"(91, 138)",1,0,1,0
"(92, 138)",1,0,0,1
"(93, 138)",1,0,1,0
"(94, 138)",1,0,0,1
"(95, 138)",0,1,1,0
"(96, 138)",1,0,0,1
"(97, 138)",0,0,1,1
"(98, 138)",1,0,1,0
"(99, 138)",1,1,0,0
"(100, 138)",1,1,0,0
"(101, 138)",1,0,0,1
"(102, 138)",1,0,1,0
"(103, 138)",0,1,0,1
"(104, 138)",1,0,1,0
"(105, 138)",1,1,0,0
