  cell  ,E,W,N,S
"(155, 159)",1,0,1,0
"(156, 159)",1,1,0,0
"(157, 159)",0,1,0,1
"(158, 159)",1,0,1,0
"(159, 159)",1,1,0,0
"(160, 159)",1,1,0,1
"(161, 159)",0,1,1,1
"(162, 159)",0,0,1,1
"(163, 159)",1,1,1,0
"(164, 159)",0,1,0,1
"(165, 159)",1,1,1,0
"(166, 159)",1,1,0,1
"(167, 159)",0,0,1,1
"(168, 159)",1,0,1,0
"(169, 159)",1,1,0,0
"(170, 159)",1,1,0,0
"(171, 159)",1,1,0,0
"(172, 159)",1,1,0,1
"(173, 159)",0,1,1,1
"(174, 159)",0,1,1,1
"(175, 159)",1,1,1,0
"(176, 159)",0,1,0,1
"(177, 159)",1,1,1,1
"(178, 159)",0,1,1,1
"(179, 159)",1,1,1,0
"(180, 159)",1,1,0,1
"(181, 159)",1,1,1,1
"(182, 159)",0,1,1,1
"(183, 159)",1,0,1,1
"(184, 159)",0,1,1,1
"(185, 159)",1,1,1,0
"(186, 159)",1,1,0,1
"(187, 159)",1,0,1,0
"(188, 159)",1,1,0,1
"(189, 159)",1,1,1,1
"(190, 159)",1,0,1,1
"(191, 159)",0,0,1,1
"(192, 159)",0,1,1,1
"(193, 159)",0,0,1,1
"(194, 159)",1,0,1,0
"(195, 159)",1,0,0,1
"(196, 159)",0,1,1,0
"(197, 159)",1,1,0,1
"(198, 159)",1,0,1,1
"(199, 159)",0,1,1,1
"(200, 159)",1,1,1,1
"(201, 159)",1,0,1,0
"(202, 159)",0,1,0,1
"(203, 159)",1,1,1,0
"(204, 159)",1,1,0,0
"(205, 159)",1,1,0,1
"(206, 159)",1,0,1,1
"(207, 159)",0,1,1,0
"(208, 159)",1,1,0,0
"(209, 159)",1,1,0,1
"(210, 159)",0,0,1,0
"(211, 159)",1,1,0,0
"(212, 159)",1,0,0,1
"(213, 159)",0,1,1,1
"(214, 159)",1,0,1,1
"(215, 159)",0,1,1,1
"(216, 159)",0,1,1,1
"(217, 159)",1,1,1,1
"(218, 159)",1,0,1,0
"(219, 159)",0,0,0,1
"(220, 159)",1,0,1,1
"(221, 159)",1,1,1,0
"(222, 159)",1,0,0,1
"(223, 159)",0,1,1,1
"(224, 159)",0,1,1,1
"(225, 159)",0,1,1,1
"(226, 159)",1,0,1,1
"(227, 159)",0,1,1,0
"(228, 159)",1,1,0,0
"(229, 159)",1,1,0,1
"(230, 159)",1,0,1,0
"(231, 159)",1,1,0,0
"(232, 159)",0,1,0,1
"(233, 159)",1,1,1,0
"(234, 159)",1,1,0,1
"(235, 159)",1,1,1,1
"(236, 159)",0,0,1,1
"(237, 159)",0,1,1,1
"(238, 159)",1,0,1,0
"(239, 159)",1,0,0,0
"(240, 159)",0,1,0,1
"(241, 159)",1,1,1,0
"(242, 159)",1,1,0,0
"(243, 159)",1,1,0,0
"(244, 159)",1,1,0,1
"(245, 159)",0,0,1,1
"(246, 159)",1,1,1,1
"(247, 159)",1,0,1,0
"(248, 159)",0,1,0,1
"(249, 159)",1,0,1,0
"(250, 159)",1,1,0,0
"(1, 160)",1,1,0,0
"(2, 160)",1,1,0,0
"(3, 160)",1,1,0,0
"(4, 160)",1,1,0,0
"(5, 160)",1,1,0,0
"(6, 160)",1,1,0,0
"(7, 160)",0,1,0,1
"(8, 160)",0,1,1,1
"(9, 160)",1,0,1,0
"(10, 160)",1,1,0,0
"(11, 160)",1,0,0,1
"(12, 160)",0,0,1,1
"(13, 160)",1,1,1,0
"(14, 160)",0,1,0,1
"(15, 160)",1,0,1,1
"(16, 160)",1,1,1,0
"(17, 160)",1,1,0,1
"(18, 160)",1,0,1,1
"(19, 160)",1,1,1,1
"(20, 160)",0,0,1,1
"(21, 160)",1,1,1,1
"(22, 160)",1,0,1,1
"(23, 160)",0,0,1,1
"(24, 160)",1,1,1,0
"(25, 160)",1,1,0,1
"(26, 160)",1,0,1,0
"(27, 160)",0,1,0,1
"(28, 160)",1,0,1,1
"(29, 160)",0,1,1,1
"(30, 160)",1,0,1,0
"(31, 160)",1,0,0,1
"(32, 160)",0,1,1,0
"(33, 160)",1,1,0,1
"(34, 160)",0,1,1,1
"(35, 160)",1,0,1,1
"(36, 160)",0,1,1,1
"(37, 160)",0,1,1,0
"(38, 160)",1,1,0,0
"(39, 160)",1,1,0,1
"(40, 160)",1,0,1,1
"(41, 160)",0,1,1,0
"(42, 160)",0,1,0,1
"(43, 160)",1,1,1,0
"(44, 160)",1,1,0,0
"(45, 160)",1,1,0,1
"(46, 160)",1,0,1,0
"(47, 160)",0,1,0,1
"(48, 160)",1,1,1,0
"(49, 160)",1,1,0,1
"(50, 160)",0,0,1,0
"(51, 160)",1,0,0,1
"(52, 160)",1,1,1,0
"(53, 160)",1,1,0,1
"(54, 160)",1,1,1,0
"(55, 160)",1,0,0,1
"(56, 160)",1,1,1,0
"(57, 160)",1,0,0,1
"(58, 160)",1,0,1,1
"(59, 160)",1,1,1,0
"(60, 160)",1,1,0,0
"(61, 160)",1,1,0,1
"(62, 160)",0,0,1,1
"(63, 160)",1,0,1,1
"(64, 160)",1,1,1,0
"(65, 160)",1,1,0,0
"(66, 160)",1,1,0,1
"(67, 160)",1,0,1,1
"(68, 160)",0,1,1,0
"(69, 160)",1,0,0,1
"(70, 160)",0,1,1,0
"(71, 160)",1,1,0,0
"(72, 160)",1,1,0,1
"(73, 160)",0,0,1,1
"(74, 160)",1,1,1,0
"(75, 160)",1,0,0,1
"(76, 160)",0,1,1,1
"(77, 160)",1,1,1,1
"(78, 160)",1,1,1,0
"(79, 160)",1,1,0,0
"(80, 160)",0,1,0,1
"(81, 160)",1,0,1,1
"(82, 160)",0,1,1,0
"(83, 160)",1,0,0,1
"(84, 160)",1,1,1,1
"(85, 160)",1,0,1,1
"(86, 160)",0,1,1,1
"(87, 160)",0,0,1,1
"(88, 160)",1,1,1,0
"(89, 160)",1,1,0,1
"(90, 160)",0,0,1,1
"(91, 160)",1,0,1,1
"(92, 160)",0,1,1,0
"(93, 160)",1,1,0,1
"(94, 160)",1,1,1,0
"(95, 160)",1,0,0,0
"(96, 160)",1,1,0,1
"(97, 160)",1,0,1,1
"(98, 160)",0,1,1,1
"(99, 160)",1,1,1,1
"(100, 160)",0,1,1,0
"(101, 160)",1,1,0,0
"(102, 160)",1,1,0,1
"(103, 160)",0,1,1,1
"(104, 160)",1,0,1,0
"(105, 160)",1,1,0,1
"(106, 160)",0,1,1,0
"(107, 160)",0,1,0,1
"(108, 160)",1,1,1,1
"(109, 160)",1,0,1,1
"(110, 160)",1,1,1,1
"(111, 160)",1,0,1,1
"(112, 160)",1,1,1,0
"(113, 160)",1,1,0,1
"(114, 160)",0,1,1,1
"(115, 160)",1,1,1,0
"(116, 160)",1,1,0,1
"(117, 160)",1,1,1,0
"(118, 160)",0,1,0,1
"(119, 160)",1,1,1,1
"(120, 160)",0,0,1,1
"(121, 160)",1,1,1,1
"(122, 160)",0,1,1,1
"(123, 160)",1,0,1,0
"(124, 160)",1,1,0,1
"(125, 160)",1,0,1,1
"(126, 160)",1,1,1,1
"(127, 160)",0,1,1,0
"(128, 160)",0,1,0,1
"(129, 160)",1,0,1,1
"(130, 160)",1,1,1,1
"(131, 160)",1,1,1,0
"(132, 160)",1,1,0,0
"(133, 160)",1,1,0,0
"(134, 160)",0,1,0,1
"(135, 160)",1,0,1,0
"(136, 160)",1,1,0,0
"(137, 160)",1,1,0,0
"(138, 160)",1,1,0,0
"(139, 160)",1,1,0,1
"(140, 160)",1,0,1,0
"(141, 160)",1,0,0,1
"(142, 160)",0,1,1,0
"(143, 160)",1,1,0,0
"(144, 160)",1,1,0,0
"(145, 160)",0,1,0,1
"(146, 160)",0,1,1,0
"(147, 160)",1,1,0,1
"(148, 160)",1,1,1,0
"(149, 160)",1,1,0,1
"(150, 160)",0,1,1,0
"(151, 160)",1,1,0,0
"(152, 160)",1,0,0,1
"(153, 160)",0,1,1,1
"(154, 160)",1,0,1,1
"(155, 160)",0,1,1,1
"(156, 160)",1,1,1,1
"(157, 160)",0,0,1,0
"(158, 160)",1,1,0,1
"(159, 160)",0,1,1,0
"(160, 160)",0,1,0,1
"(161, 160)",0,0,1,1
"(162, 160)",1,0,1,0
"(163, 160)",1,1,0,0
"(164, 160)",1,0,0,1
"(165, 160)",1,1,1,0
"(166, 160)",1,1,0,1
"(167, 160)",1,0,1,1
"(168, 160)",1,1,1,0
"(169, 160)",1,1,0,0
"(170, 160)",1,1,0,1
"(171, 160)",1,1,1,1
"(172, 160)",0,1,1,1
"(173, 160)",0,0,1,1
"(174, 160)",1,0,1,1
"(175, 160)",0,1,1,1
"(176, 160)",0,0,1,1
"(177, 160)",1,1,1,0
"(178, 160)",1,0,0,0
"(179, 160)",1,1,0,1
"(180, 160)",1,1,1,0
"(181, 160)",1,1,0,1
"(182, 160)",0,0,1,1
"(183, 160)",0,1,1,1
"(184, 160)",1,0,1,1
"(185, 160)",1,1,1,1
"(186, 160)",0,1,1,0
"(187, 160)",0,1,0,1
"(188, 160)",1,1,1,0
"(189, 160)",1,1,0,0
"(190, 160)",1,1,0,1
"(191, 160)",1,0,1,1
"(192, 160)",1,0,1,1
"(193, 160)",0,0,1,1
"(194, 160)",1,1,1,1
"(195, 160)",1,1,1,1
"(196, 160)",1,0,1,1
"(197, 160)",1,1,1,0
"(198, 160)",1,1,0,1
"(199, 160)",1,0,1,1
"(200, 160)",0,1,1,0
"(201, 160)",1,1,0,1
"(202, 160)",1,0,1,0
"(203, 160)",1,1,0,0
"(204, 160)",0,1,0,1
"(205, 160)",1,1,1,0
"(206, 160)",1,1,0,1
"(207, 160)",1,0,1,1
"(208, 160)",0,1,1,1
"(209, 160)",1,1,1,1
"(210, 160)",1,0,1,1
"(211, 160)",0,1,1,1
"(212, 160)",1,1,1,1
"(213, 160)",1,0,1,0
"(214, 160)",0,1,0,1
"(215, 160)",1,0,1,1
"(216, 160)",1,0,1,1
"(217, 160)",1,1,1,0
"(218, 160)",0,1,0,1
"(219, 160)",1,0,1,1
"(220, 160)",0,1,1,0
"(221, 160)",1,1,0,1
"(222, 160)",1,1,1,1
"(223, 160)",1,0,1,1
"(224, 160)",0,0,1,1
"(225, 160)",0,0,1,1
"(226, 160)",1,1,1,1
"(227, 160)",1,0,1,1
"(228, 160)",0,1,1,0
"(229, 160)",1,1,0,0
"(230, 160)",1,1,0,1
"(231, 160)",0,1,1,1
"(232, 160)",0,0,1,1
"(233, 160)",0,1,1,1
"(234, 160)",1,1,1,0
"(235, 160)",1,1,0,1
"(236, 160)",1,0,1,1
"(237, 160)",1,0,1,1
"(238, 160)",1,1,1,1
"(239, 160)",0,1,1,1
"(240, 160)",1,0,1,1
"(241, 160)",1,1,1,1
"(242, 160)",1,1,1,0
"(243, 160)",1,1,0,1
"(244, 160)",0,1,1,0
"(245, 160)",0,0,0,1
"(246, 160)",1,1,1,0
"(247, 160)",1,1,0,1
"(248, 160)",0,0,1,1
"(249, 160)",0,1,1,1
"(250, 160)",1,1,1,0
"(1, 161)",1,1,0,1
"(2, 161)",1,1,1,1
"(3, 161)",0,1,1,1
"(4, 161)",0,1,1,1
"(5, 161)",0,1,1,1
"(6, 161)",1,1,1,0
"(7, 161)",1,0,0,1
"(8, 161)",0,0,1,1
"(9, 161)",0,1,1,1
"(10, 161)",1,1,1,1
"(11, 161)",1,1,1,1
"(12, 161)",0,0,1,1
"(13, 161)",0,1,1,0
"(14, 161)",1,0,0,1
"(15, 161)",1,1,1,0
"(16, 161)",0,1,0,1
"(17, 161)",1,1,1,0
"(18, 161)",1,1,0,0
"(19, 161)",1,1,0,0
"(20, 161)",0,0,0,1
"(21, 161)",1,1,1,0
"(22, 161)",1,1,0,1
"(23, 161)",1,0,1,0
"(24, 161)",1,1,0,0
"(25, 161)",1,1,0,0
"(26, 161)",0,1,0,1
"(27, 161)",1,0,1,1
"(28, 161)",1,1,1,1
"(29, 161)",1,0,1,1
"(30, 161)",0,1,1,0
"(31, 161)",1,1,0,1
"(32, 161)",1,0,1,0
"(33, 161)",1,1,0,1
"(34, 161)",1,0,1,1
"(35, 161)",0,1,1,1
"(36, 161)",1,0,1,0
"(37, 161)",1,0,0,1
"(38, 161)",0,1,1,1
"(39, 161)",1,1,1,0
"(40, 161)",1,1,0,1
"(41, 161)",0,0,1,1
"(42, 161)",1,0,1,1
"(43, 161)",0,1,1,1
"(44, 161)",1,1,1,1
"(45, 161)",0,1,1,0
"(46, 161)",1,1,0,1
"(47, 161)",0,0,1,1
"(48, 161)",1,1,1,1
"(49, 161)",0,1,1,1
"(50, 161)",1,0,1,1
"(51, 161)",0,1,1,0
"(52, 161)",1,1,0,1
"(53, 161)",1,1,1,0
"(54, 161)",1,1,0,0
"(55, 161)",1,1,0,0
"(56, 161)",1,1,0,1
"(57, 161)",0,1,1,0
"(58, 161)",1,1,0,0
"(59, 161)",1,1,0,0
"(60, 161)",1,1,0,1
"(61, 161)",0,1,1,1
"(62, 161)",1,0,1,0
"(63, 161)",1,1,0,0
"(64, 161)",1,1,0,0
"(65, 161)",1,1,0,1
"(66, 161)",1,1,1,0
"(67, 161)",1,1,0,1
"(68, 161)",1,0,1,1
"(69, 161)",0,1,1,1
"(70, 161)",0,0,1,1
"(71, 161)",1,1,1,1
"(72, 161)",0,1,1,1
"(73, 161)",1,0,1,1
"(74, 161)",1,1,1,1
"(75, 161)",0,1,1,1
"(76, 161)",1,0,1,1
"(77, 161)",1,1,1,0
"(78, 161)",1,1,0,0
"(79, 161)",1,1,0,1
"(80, 161)",1,0,1,0
"(81, 161)",1,1,0,1
"(82, 161)",1,0,1,1
"(83, 161)",1,1,1,0
"(84, 161)",1,1,0,0
"(85, 161)",0,1,0,1
"(86, 161)",1,0,1,1
"(87, 161)",0,0,1,1
"(88, 161)",1,1,1,1
"(89, 161)",0,1,1,1
"(90, 161)",1,0,1,1
"(91, 161)",1,1,1,1
"(92, 161)",1,0,1,0
"(93, 161)",1,1,0,0
"(94, 161)",1,1,0,1
"(95, 161)",1,1,1,1
"(96, 161)",0,1,1,0
"(97, 161)",1,1,0,1
"(98, 161)",0,0,1,1
"(99, 161)",1,1,1,1
"(100, 161)",0,0,1,1
"(101, 161)",1,1,1,1
"(102, 161)",0,1,1,1
"(103, 161)",0,0,1,1
"(104, 161)",0,1,1,1
"(105, 161)",1,1,1,1
"(106, 161)",1,0,1,1
"(107, 161)",1,0,1,1
"(108, 161)",1,1,1,0
"(109, 161)",1,1,0,0
"(110, 161)",1,1,0,0
"(111, 161)",1,1,0,0
"(112, 161)",1,1,0,1
"(113, 161)",1,1,1,0
"(114, 161)",0,0,0,1
"(115, 161)",1,1,1,0
"(116, 161)",1,1,0,0
"(117, 161)",0,1,0,0
"(118, 161)",1,0,0,1
"(119, 161)",0,1,1,1
"(120, 161)",1,0,1,0
"(121, 161)",1,1,0,1
"(122, 161)",1,0,1,0
"(123, 161)",0,1,0,1
"(124, 161)",1,1,1,0
"(125, 161)",1,1,0,0
"(126, 161)",1,1,0,1
"(127, 161)",0,0,1,1
"(128, 161)",0,0,1,1
"(129, 161)",1,1,1,0
"(130, 161)",1,1,0,0
"(131, 161)",1,1,0,0
"(132, 161)",0,1,0,1
"(133, 161)",0,1,1,1
"(134, 161)",0,0,1,1
"(135, 161)",1,1,1,1
"(136, 161)",0,1,1,1
"(137, 161)",0,1,1,0
"(138, 161)",0,1,0,1
"(139, 161)",1,1,1,0
"(140, 161)",1,1,0,1
"(141, 161)",0,1,1,1
"(142, 161)",1,0,1,0
"(143, 161)",1,1,0,1
"(144, 161)",1,1,1,0
"(145, 161)",1,0,0,1
"(146, 161)",1,0,1,1
"(147, 161)",1,1,1,0
"(148, 161)",1,1,0,1
"(149, 161)",0,1,1,1
"(150, 161)",1,0,1,0
"(151, 161)",1,1,0,0
"(152, 161)",1,1,0,1
"(153, 161)",1,0,1,1
"(154, 161)",1,1,1,1
"(155, 161)",1,0,1,1
"(156, 161)",0,1,1,1
"(157, 161)",1,0,1,1
"(158, 161)",0,1,1,1
"(159, 161)",1,0,1,1
"(160, 161)",0,0,1,1
"(161, 161)",1,0,1,1
"(162, 161)",0,1,1,1
"(163, 161)",1,1,1,1
"(164, 161)",1,1,1,0
"(165, 161)",1,1,0,1
"(166, 161)",1,1,1,0
"(167, 161)",1,1,0,0
"(168, 161)",1,1,0,0
"(169, 161)",1,1,0,1
"(170, 161)",1,1,1,0
"(171, 161)",0,1,0,1
"(172, 161)",0,0,1,1
"(173, 161)",1,0,1,1
"(174, 161)",0,1,1,1
"(175, 161)",1,0,1,1
"(176, 161)",0,0,1,1
"(177, 161)",1,1,1,1
"(178, 161)",0,1,1,1
"(179, 161)",1,1,1,0
"(180, 161)",1,1,0,0
"(181, 161)",1,1,0,1
"(182, 161)",0,0,1,1
"(183, 161)",1,0,1,1
"(184, 161)",1,1,1,0
"(185, 161)",1,1,0,1
"(186, 161)",0,0,1,1
"(187, 161)",0,0,1,1
"(188, 161)",0,1,1,1
"(189, 161)",0,1,1,1
"(190, 161)",1,1,1,0
"(191, 161)",1,1,0,0
"(192, 161)",0,1,0,1
"(193, 161)",1,0,1,1
"(194, 161)",1,1,1,0
"(195, 161)",1,1,0,0
"(196, 161)",1,1,0,0
"(197, 161)",0,1,0,1
"(198, 161)",1,1,1,0
"(199, 161)",1,1,0,0
"(200, 161)",1,0,0,1
"(201, 161)",1,1,1,0
"(202, 161)",1,1,0,1
"(203, 161)",1,1,1,1
"(204, 161)",0,0,1,1
"(205, 161)",1,1,1,0
"(206, 161)",0,1,0,0
"(207, 161)",1,1,0,0
"(208, 161)",1,0,0,1
"(209, 161)",1,1,1,0
"(210, 161)",1,1,0,0
"(211, 161)",1,0,0,1
"(212, 161)",1,1,1,0
"(213, 161)",1,1,0,0
"(214, 161)",1,0,0,1
"(215, 161)",0,1,1,0
"(216, 161)",1,1,0,0
"(217, 161)",1,1,0,1
"(218, 161)",0,0,1,1
"(219, 161)",0,1,1,1
"(220, 161)",1,0,1,1
"(221, 161)",0,1,1,0
"(222, 161)",1,1,0,0
"(223, 161)",1,1,0,1
"(224, 161)",1,0,1,0
"(225, 161)",0,0,0,1
"(226, 161)",1,1,1,0
"(227, 161)",0,1,0,1
"(228, 161)",1,0,1,1
"(229, 161)",1,1,1,1
"(230, 161)",0,1,1,1
"(231, 161)",1,0,1,1
"(232, 161)",1,0,1,1
"(233, 161)",1,0,1,1
"(234, 161)",1,1,1,1
"(235, 161)",0,1,1,0
"(236, 161)",1,1,0,0
"(237, 161)",1,1,0,0
"(238, 161)",1,1,0,1
"(239, 161)",0,0,1,1
"(240, 161)",1,1,1,0
"(241, 161)",1,1,0,0
"(242, 161)",1,1,0,1
"(243, 161)",1,1,1,1
"(244, 161)",1,0,1,0
"(245, 161)",1,0,0,1
"(246, 161)",1,1,1,0
"(247, 161)",1,1,0,1
"(248, 161)",1,0,1,1
"(249, 161)",0,0,1,1
"(250, 161)",1,1,1,0
"(1, 162)",1,1,0,0
"(2, 162)",0,1,0,1
"(3, 162)",1,0,1,0
"(4, 162)",1,0,0,1
"(5, 162)",1,0,1,0
"(6, 162)",1,1,0,1
"(7, 162)",0,1,1,1
"(8, 162)",1,0,1,1
"(9, 162)",1,0,1,0
"(10, 162)",1,1,0,0
"(11, 162)",0,1,0,1
"(12, 162)",1,0,1,1
"(13, 162)",0,0,1,1
"(14, 162)",1,1,1,0
"(15, 162)",1,1,0,1
"(16, 162)",1,0,1,1
"(17, 162)",1,1,1,1
"(18, 162)",0,1,1,1
"(19, 162)",1,1,1,0
"(20, 162)",1,0,0,1
"(21, 162)",1,1,1,0
"(22, 162)",1,1,0,0
"(23, 162)",1,1,0,0
"(24, 162)",1,1,0,0
"(25, 162)",1,1,0,1
"(26, 162)",1,0,1,1
"(27, 162)",1,1,1,0
"(28, 162)",1,1,0,0
"(29, 162)",1,1,0,1
"(30, 162)",0,0,1,1
"(31, 162)",1,1,1,0
"(32, 162)",0,1,0,1
"(33, 162)",0,1,1,0
"(34, 162)",1,1,0,1
"(35, 162)",1,0,1,1
"(36, 162)",0,1,1,1
"(37, 162)",1,1,1,1
"(38, 162)",0,0,1,1
"(39, 162)",1,1,1,0
"(40, 162)",1,1,0,1
"(41, 162)",0,0,1,1
"(42, 162)",1,1,1,1
"(43, 162)",0,0,1,1
"(44, 162)",0,1,1,1
"(45, 162)",1,0,1,0
"(46, 162)",1,1,0,1
"(47, 162)",1,0,1,1
"(48, 162)",0,1,1,1
"(49, 162)",1,0,1,1
"(50, 162)",1,1,1,1
"(51, 162)",1,0,1,1
"(52, 162)",0,1,1,0
"(53, 162)",1,1,0,1
"(54, 162)",0,1,1,1
"(55, 162)",1,1,1,1
"(56, 162)",0,1,1,1
"(57, 162)",1,0,1,0
"(58, 162)",1,1,0,1
"(59, 162)",0,1,1,1
"(60, 162)",1,1,1,1
"(61, 162)",0,0,1,1
"(62, 162)",1,1,1,1
"(63, 162)",0,1,1,0
"(64, 162)",0,1,0,1
"(65, 162)",1,1,1,0
"(66, 162)",0,1,0,1
"(67, 162)",1,1,1,0
"(68, 162)",1,1,0,1
"(69, 162)",0,0,1,1
"(70, 162)",1,0,1,0
"(71, 162)",1,1,0,1
"(72, 162)",0,0,1,1
"(73, 162)",1,1,1,0
"(74, 162)",0,1,0,1
"(75, 162)",1,0,1,1
"(76, 162)",1,1,1,0
"(77, 162)",0,1,0,1
"(78, 162)",0,1,1,1
"(79, 162)",1,1,1,0
"(80, 162)",1,1,0,1
"(81, 162)",1,1,1,0
"(82, 162)",1,1,0,0
"(83, 162)",1,1,0,1
"(84, 162)",0,1,1,1
"(85, 162)",1,0,1,1
"(86, 162)",0,1,1,1
"(87, 162)",1,0,1,1
"(88, 162)",0,1,1,1
"(89, 162)",1,0,1,0
"(90, 162)",1,1,0,0
"(91, 162)",1,1,0,0
"(92, 162)",0,1,0,1
"(93, 162)",1,1,1,1
"(94, 162)",0,1,1,0
"(95, 162)",1,1,0,1
"(96, 162)",0,0,1,1
"(97, 162)",1,1,1,1
"(98, 162)",1,0,1,1
"(99, 162)",0,1,1,1
"(100, 162)",0,0,1,1
"(101, 162)",0,1,1,1
"(102, 162)",1,0,1,0
"(103, 162)",1,0,0,1
"(104, 162)",0,0,1,1
"(105, 162)",1,1,1,0
"(106, 162)",0,1,0,0
"(107, 162)",1,1,0,0
"(108, 162)",1,1,0,0
"(109, 162)",1,1,0,1
"(110, 162)",1,1,1,0
"(111, 162)",1,1,0,1
"(112, 162)",0,1,1,0
"(113, 162)",1,1,0,1
"(114, 162)",0,0,1,1
"(115, 162)",1,1,1,1
"(116, 162)",0,1,1,1
"(117, 162)",1,0,1,0
"(118, 162)",0,1,0,1
"(119, 162)",1,0,1,0
"(120, 162)",1,1,0,1
"(121, 162)",0,1,1,0
"(122, 162)",1,1,0,1
"(123, 162)",0,0,1,1
"(124, 162)",1,1,1,0
"(125, 162)",1,1,0,1
"(126, 162)",0,1,1,1
"(127, 162)",1,0,1,1
"(128, 162)",0,0,1,1
"(129, 162)",1,1,1,1
"(130, 162)",1,1,1,1
"(131, 162)",1,1,1,0
"(132, 162)",1,0,0,1
"(133, 162)",0,0,1,1
"(134, 162)",1,0,1,1
"(135, 162)",0,1,1,1
"(136, 162)",1,0,1,1
"(137, 162)",0,0,1,1
"(138, 162)",1,0,1,1
"(139, 162)",1,1,1,1
"(140, 162)",0,1,1,1
"(141, 162)",1,0,1,0
"(142, 162)",1,1,0,0
"(143, 162)",1,1,0,0
"(144, 162)",1,1,0,1
"(145, 162)",1,1,1,0
"(146, 162)",1,1,0,0
"(147, 162)",1,1,0,1
"(148, 162)",0,1,1,1
"(149, 162)",1,0,1,0
"(150, 162)",1,1,0,1
"(151, 162)",0,1,1,1
"(152, 162)",0,1,1,0
"(153, 162)",1,1,0,0
"(154, 162)",1,1,0,0
"(155, 162)",0,1,0,1
"(156, 162)",1,0,1,1
"(157, 162)",1,1,1,1
"(158, 162)",1,0,1,1
"(159, 162)",0,1,1,1
"(160, 162)",1,0,1,1
"(161, 162)",1,1,1,0
"(162, 162)",1,0,0,0
"(163, 162)",1,1,0,0
"(164, 162)",1,1,0,0
"(165, 162)",1,1,0,0
"(166, 162)",0,1,0,1
"(167, 162)",1,1,1,1
"(168, 162)",1,1,1,1
"(169, 162)",0,1,1,0
"(170, 162)",1,1,0,1
"(171, 162)",0,0,1,1
"(172, 162)",1,0,1,1
"(173, 162)",0,1,1,1
"(174, 162)",1,0,1,1
"(175, 162)",1,1,1,0
"(176, 162)",1,0,0,1
"(177, 162)",1,1,1,0
"(178, 162)",1,0,0,1
"(179, 162)",0,1,1,1
"(180, 162)",1,1,1,0
"(181, 162)",1,1,0,1
"(182, 162)",1,0,1,1
"(183, 162)",0,1,1,0
"(184, 162)",1,1,0,0
"(185, 162)",1,1,0,1
"(186, 162)",1,0,1,1
"(187, 162)",1,0,1,0
"(188, 162)",1,0,0,0
"(189, 162)",1,0,0,1
"(190, 162)",1,1,1,1
"(191, 162)",0,1,1,1
"(192, 162)",0,0,1,1
"(193, 162)",1,1,1,0
"(194, 162)",1,1,0,1
"(195, 162)",1,1,1,0
"(196, 162)",0,1,0,1
"(197, 162)",1,0,1,0
"(198, 162)",1,1,0,1
"(199, 162)",0,1,1,1
"(200, 162)",1,1,1,0
"(201, 162)",1,1,0,0
"(202, 162)",1,1,0,0
"(203, 162)",1,1,0,1
"(204, 162)",0,0,1,1
"(205, 162)",1,1,1,1
"(206, 162)",1,0,1,1
"(207, 162)",0,1,1,1
"(208, 162)",1,1,1,0
"(209, 162)",1,1,0,0
"(210, 162)",1,1,0,1
"(211, 162)",0,1,1,0
"(212, 162)",0,1,0,1
"(213, 162)",1,1,1,1
"(214, 162)",0,1,1,1
"(215, 162)",1,0,1,1
"(216, 162)",0,1,1,1
"(217, 162)",1,1,1,1
"(218, 162)",1,0,1,0
"(219, 162)",1,0,0,1
"(220, 162)",0,1,1,1
"(221, 162)",1,0,1,1
"(222, 162)",0,1,1,1
"(223, 162)",1,1,1,0
"(224, 162)",0,1,0,1
"(225, 162)",1,0,1,1
"(226, 162)",1,1,1,0
"(227, 162)",1,0,0,1
"(228, 162)",1,1,1,0
"(229, 162)",1,1,0,1
"(230, 162)",1,0,1,1
"(231, 162)",0,1,1,0
"(232, 162)",1,1,0,0
"(233, 162)",0,1,0,0
"(234, 162)",1,1,0,1
"(235, 162)",0,0,1,1
"(236, 162)",1,1,1,1
"(237, 162)",0,1,1,1
"(238, 162)",1,1,1,1
"(239, 162)",0,0,1,1
"(240, 162)",1,1,1,1
"(241, 162)",0,1,1,1
"(242, 162)",1,1,1,0
"(243, 162)",1,1,0,0
"(244, 162)",1,1,0,1
"(245, 162)",1,1,1,0
"(246, 162)",1,1,0,1
"(247, 162)",1,1,1,0
"(248, 162)",0,1,0,1
"(249, 162)",0,0,1,1
"(250, 162)",1,1,1,0
"(1, 163)",1,1,0,1
"(2, 163)",0,0,1,1
"(3, 163)",1,1,1,1
"(4, 163)",0,1,1,0
"(5, 163)",1,1,0,1
"(6, 163)",0,1,1,1
"(7, 163)",1,0,1,1
"(8, 163)",0,1,1,0
"(9, 163)",1,1,0,1
"(10, 163)",1,1,1,1
"(11, 163)",1,0,1,1
"(12, 163)",0,1,1,1
"(13, 163)",1,0,1,1
"(14, 163)",0,1,1,1
"(15, 163)",1,1,1,0
"(16, 163)",1,1,0,0
"(17, 163)",0,1,0,0
"(18, 163)",1,0,0,1
"(19, 163)",0,1,1,1
"(20, 163)",1,1,1,0
"(21, 163)",0,1,0,1
"(22, 163)",1,1,1,0
"(23, 163)",0,1,0,1
"(24, 163)",1,1,1,0
"(25, 163)",1,1,0,0
"(26, 163)",1,1,0,0
"(27, 163)",0,1,0,1
"(28, 163)",0,1,1,1
